student_id,SAT,GPA,city,state,major,college_name,importance_close_to_home,importance_school_reputation,importance_school_cost
92,996,2.84,North Christine,NE,Business,Freed-Hardeman University,2,5,3
93,1105,2.67,Fernandezport,ID,Art,The University of Alabama,3,1,4
94,1290,2.84,Alyssaview,SD,Engineering,Bucknell University,5,5,5
95,1095,3.21,Guerrerotown,ND,Economics,Saint Norbert College,2,4,3
96,1140,3.29,Thompsonburgh,IA,Psychology,Albany College of Pharmacy and Health Sciences,4,5,3
97,1150,3.84,Lake Larryside,GA,Business,Arizona State University Campus Immersion,3,4,4
98,1190,2.87,East Elizabethbury,NE,Art,University of Portland,4,4,3
99,1485,2.98,Sullivanton,AR,Economics,Johns Hopkins University,4,5,1
100,1105,4.0,Riverashire,RI,Art,Eckerd College,2,4,2
101,1150,4.0,Sparksborough,DE,Nursing,Arizona State University Campus Immersion,1,2,5
102,1135,3.54,South Elizabeth,WA,Engineering,Hope College,4,3,4
103,1097,3.13,Johnsonborough,MA,Economics,University of Puerto Rico at Cayey,4,4,2
104,1130,3.09,Lindaside,RI,Nursing,Louisiana State University and Agricultural & Mechanical College,3,5,1
105,1045,3.98,Starkstad,WA,Business,Albion College,5,1,4
106,1130,3.48,Port Shannonmouth,SD,Psychology,John Brown University,3,1,3
107,1190,2.76,Reginaldland,VI,Computer Science,University of Colorado Boulder,5,4,5
108,1105,3.67,Eileenchester,NY,Business,Saint Edward's University,3,2,3
109,1090,3.68,Willisborough,RI,Economics,Nebraska Wesleyan University,4,3,5
110,1175,2.97,North Paul,TX,Nursing,Covenant College,1,4,4
111,1360,3.14,Rowechester,WV,Computer Science,Boston College,5,2,3
112,1170,2.71,East Jasminehaven,MO,Economics,University of Iowa,1,4,4
113,1165,2.89,Odonnellmouth,MT,Art,Creighton University,2,1,5
114,1315,3.91,Harveytown,PA,Engineering,University of Maryland-College Park,5,2,5
115,1255,2.69,South Johnburgh,DE,Biology,United States Coast Guard Academy,1,2,4
116,1175,3.58,South Christine,ME,Economics,Covenant College,3,4,2
117,1360,3.69,Williamsville,MP,Psychology,Boston College,5,3,2
118,1270,3.34,Goodborough,MP,Economics,Brigham Young University,4,1,2
119,1425,2.81,Lake Jeffreyhaven,KS,Biology,Grinnell College,2,4,2
120,1145,3.23,East Joseph,KY,Engineering,Belmont University,4,1,3
121,1270,2.89,West Richard,CA,Engineering,Babson College,4,4,2
122,1145,3.35,Tiffanybury,RI,Economics,Belmont University,1,3,4
123,1265,3.19,Mcintoshburgh,UT,Engineering,Rhodes College,1,4,2
124,1105,2.83,Lake Susanchester,MO,Psychology,Eckerd College,3,1,1
125,1120,3.73,East Alexandra,HI,Art,Asbury University,4,3,2
126,1200,3.42,Alexandrafurt,PW,Biology,Truman State University,2,5,2
127,1097,3.4,Gomezland,TX,Biology,University of Puerto Rico at Cayey,4,5,5
128,1525,3.89,Riceburgh,SC,Business,University of Chicago,2,4,3
129,1095,3.43,Port Nicholastown,CO,Business,Spring Hill College,4,5,2
130,1420,3.96,Sarahstad,AL,Business,Georgetown University,3,2,5
131,1195,3.21,Port Tammyburgh,WI,Biology,Drake University,3,5,1
132,1215,3.5,Hortonchester,MA,Biology,Baylor University,1,1,2
133,1033,3.0,Taylorton,MN,Business,Lyon College,5,1,3
134,1135,3.06,Johnstonstad,SC,Engineering,Appalachian State University,5,2,2
135,1315,2.52,Allenland,ID,Economics,University of Minnesota-Twin Cities,3,4,1
136,1105,2.64,Jacquelinetown,FL,Engineering,The University of Alabama,4,3,3
137,1100,2.84,Gonzalezland,UT,Psychology,University of Oregon,5,4,2
138,1315,3.24,New Edwardstad,MD,Engineering,Hillsdale College,5,2,5
139,1195,3.64,Lake Brandon,MA,Art,Cedarville University,1,1,4
140,1175,3.04,Michaelstad,VA,Engineering,Indiana University-Bloomington,2,4,5
141,1190,4.0,Port David,SC,Business,Drexel University,3,4,1
142,1135,3.77,Davidtown,VA,Nursing,Colorado State University-Fort Collins,5,4,2
143,1205,3.82,Youngshire,WA,Computer Science,Austin College,5,3,3
144,1410,3.41,Kathrynshire,OK,Computer Science,Georgia Institute of Technology-Main Campus,1,3,3
145,1070,3.4,New Amanda,SC,Economics,Bellarmine University,3,3,3
146,1230,3.59,Luceroview,AZ,Computer Science,University of Connecticut,3,3,1
147,1315,3.61,Jamieside,KY,Nursing,Hillsdale College,5,4,1
148,1475,3.63,West Kayla,MI,Engineering,Duke University,3,5,3
149,1182,3.47,Hoganport,SD,Art,Clarkson University,3,5,2
150,1395,3.16,Tiffanyberg,UT,Nursing,Emory University,5,5,1
151,1105,3.92,West Juan,IN,Psychology,Eckerd College,2,3,2
152,1430,3.23,North Janicechester,KS,Nursing,Carleton College,4,2,2
153,1105,3.76,Munoztown,AL,Art,University of Evansville,3,5,3
154,1230,3.24,West Gabriel,DC,Engineering,Kettering University,4,4,5
155,1388,3.44,Lake Melanieville,GU,Business,Middlebury College,5,4,3
156,1080,3.38,Christinaview,AZ,Economics,Oklahoma Christian University,5,3,1
157,1195,2.86,Michellehaven,MT,Psychology,Drake University,5,2,4
158,1115,3.39,North Caleb,VA,Computer Science,University of Arkansas,4,1,4
159,1130,3.2,Alicialand,UT,Art,University of Dayton,3,3,5
160,1145,3.5,Harryfort,VT,Art,Coe College,2,2,4
161,1175,2.89,Dixonside,HI,Biology,Covenant College,5,5,3
162,1125,2.62,Port Markhaven,SD,Business,James Madison University,3,5,3
163,1125,3.71,Davidburgh,MN,Psychology,St. Mary's College of Maryland,3,2,1
164,1145,3.26,Odomland,WY,Engineering,University of North Carolina Asheville,4,2,2
165,1205,3.14,South Amy,PR,Biology,Gonzaga University,5,2,5
166,1125,3.18,Kellymouth,AL,Biology,Georgia College & State University,4,4,3
167,1129,3.62,New Gregory,UT,Business,Samford University,4,1,4
168,1255,3.57,Davidtown,IN,Business,United States Coast Guard Academy,1,2,4
169,1080,4.0,Lake Jenna,RI,Biology,Oklahoma Christian University,2,2,4
170,1085,3.78,Lake Jonathonton,AK,Business,Birmingham-Southern College,2,5,2
171,1175,3.19,Lake Daniel,NM,Business,Indiana University-Bloomington,3,3,5
172,1100,3.34,East Carrie,WI,Nursing,Harding University,4,4,5
173,1245,3.31,Phillipsberg,AS,Psychology,University of Washington-Seattle Campus,1,2,2
174,1270,4.0,Thomasstad,OK,Nursing,Babson College,4,4,2
175,1129,4.0,Hamptonfurt,AK,Art,Lipscomb University,5,3,1
176,1144,3.49,Whiteport,MH,Business,Millsaps College,4,4,2
177,1525,2.65,South Vincentstad,WY,Nursing,University of Chicago,5,4,1
178,1145,2.97,West Albertport,KY,Business,University of North Carolina Asheville,2,2,3
179,1085,3.74,Washingtonville,OH,Computer Science,Birmingham-Southern College,4,4,5
180,1043,2.94,East Annette,WA,Engineering,Oklahoma Baptist University,2,3,5
181,1100,3.07,West Carolport,PA,Biology,University of Oregon,3,5,1
182,1085,4.0,North Jeannemouth,NJ,Business,Oklahoma State University-Main Campus,4,5,4
183,1125,2.94,Theresastad,WY,Art,James Madison University,5,4,5
184,1105,3.63,Hutchinsonshire,VT,Nursing,Westminster University,5,3,4
185,1105,3.21,Jacksonberg,IA,Nursing,Eckerd College,3,1,4
186,1129,3.11,North Elizabethburgh,AR,Computer Science,Samford University,4,3,1
187,1180,3.45,Butlerstad,NM,Nursing,Seattle University,3,2,4
188,1105,3.28,North Leah,AL,Art,The University of Alabama,1,1,3
189,1190,3.49,Ronaldville,PW,Art,University of California-Davis,2,5,2
190,1195,3.57,Jasonbury,AK,Nursing,Florida State University,1,2,3
191,1125,3.72,Leebury,TX,Computer Science,University of Kentucky,1,1,1
192,1100,3.45,East Jennifer,SD,Art,Harding University,3,5,3
193,1455,3.53,Port Lorimouth,ND,Computer Science,Dartmouth College,2,1,5
194,1113,3.03,Nancyhaven,ND,Economics,University of Illinois Chicago,1,4,2
195,1066,3.63,South Sarahbury,MP,Art,Brigham Young University-Hawaii,1,4,5
196,1275,3.35,Rebeccaville,VT,Psychology,University of Florida,2,4,2
197,1555,3.52,Lake Robert,GA,Computer Science,California Institute of Technology,5,5,2
198,1155,2.98,New Stephanieton,DE,Computer Science,George Mason University,1,1,2
199,1170,3.55,Erikaville,OH,Business,University of Delaware,4,4,1
200,1155,3.22,Lawrenceville,KY,Art,Marquette University,5,5,5
201,1380,2.62,New Heatherchester,LA,Nursing,Reed College,3,1,5
202,1245,3.1,East Pamelachester,KS,Engineering,University of Washington-Seattle Campus,3,5,2
203,1165,3.4,Richardburgh,SD,Business,Creighton University,4,3,4
204,1168,3.11,West Tracy,AZ,Engineering,Calvin University,3,4,3
205,1105,3.38,North Tanyaton,HI,Business,Eckerd College,5,4,3
206,1335,3.05,South Angelahaven,NH,Biology,Colorado School of Mines,3,2,3
207,1210,4.0,Bryanberg,CA,Economics,New Jersey Institute of Technology,3,4,3
208,1100,3.23,New Markview,PA,Computer Science,Harding University,1,4,2
209,996,3.74,Pricemouth,AK,Nursing,Freed-Hardeman University,1,1,4
210,1555,3.3,Sonyafurt,CA,Art,California Institute of Technology,2,3,1
211,1360,3.48,West Christinebury,FM,Biology,William & Mary,4,2,3
212,1085,2.25,West Christopher,DC,Business,University of Wyoming,2,4,4
213,1210,3.89,New David,MN,Psychology,University of South Carolina-Columbia,5,3,2
214,1210,3.21,Philipmouth,AZ,Engineering,New Jersey Institute of Technology,4,2,2
215,1070,2.5,Rodriguezborough,ID,Economics,Bellarmine University,1,1,3
216,1105,3.54,South Eddie,DE,Engineering,Montana Technological University,1,3,5
217,1100,3.76,Armstrongbury,NM,Nursing,Harding University,4,4,2
218,1125,2.99,West Kimberlyfurt,AZ,Engineering,University of Kentucky,2,4,4
219,1135,3.35,South Shelby,LA,Computer Science,Providence College,3,5,1
220,1285,2.94,Joshuatown,IL,Computer Science,George Washington University,2,4,4
221,1345,3.2,West Daniel,SC,Computer Science,Davidson College,2,4,4
222,1085,3.28,West Elizabethbury,NE,Nursing,University of Wyoming,3,2,3
223,1145,2.93,Jamesmouth,WV,Engineering,University of North Carolina Asheville,5,4,2
224,1230,3.58,Caseybury,VA,Nursing,Hendrix College,5,4,5
225,1320,3.42,Port Madelineside,VI,Engineering,Boston University,5,4,4
226,1144,3.5,Ramirezchester,MT,Business,Millsaps College,4,5,4
227,1345,3.35,Port Nicole,DE,Engineering,Davidson College,4,4,5
228,1190,3.31,New Chad,ME,Biology,University of Portland,2,2,3
229,996,3.13,Hansenborough,NH,Nursing,Freed-Hardeman University,3,3,1
230,1095,3.79,Port Markmouth,NH,Nursing,University of New Hampshire-Main Campus,4,1,5
231,1045,3.43,Scotthaven,SC,Engineering,Albion College,4,3,2
232,1405,3.82,Garciaburgh,OK,Engineering,University of California-Berkeley,1,5,1
233,1120,3.58,Kirkland,GA,Computer Science,Asbury University,3,5,5
234,1150,2.85,Colleenshire,MS,Computer Science,Arizona State University Campus Immersion,1,2,3
235,1285,3.36,East Paul,SC,Economics,Denison University,4,2,3
236,1485,3.25,Martinezville,OH,Computer Science,Johns Hopkins University,3,4,3
237,1135,3.53,Ortegatown,CA,Biology,Hope College,4,2,4
238,1085,2.55,Wolfeport,GU,Art,Quinnipiac University,2,3,1
239,1085,3.46,Markstad,SC,Engineering,Birmingham-Southern College,4,1,3
240,1097,2.69,Lake Eric,MT,Engineering,University of Puerto Rico at Cayey,5,5,3
241,1105,3.11,Brandonhaven,MI,Computer Science,Westminster University,3,4,3
242,1080,3.08,Lake Brandon,NJ,Business,Oklahoma Christian University,2,2,4
243,996,3.34,West Evan,OK,Biology,Freed-Hardeman University,5,2,3
244,1105,3.27,West Francis,NY,Business,The University of Alabama,2,4,4
245,1125,3.79,New Jamesbury,CA,Business,University of Kentucky,4,1,4
246,1475,3.84,Lake Suzanne,AZ,Business,Duke University,5,3,5
247,1095,3.09,Michaelbury,NC,Engineering,University of New Hampshire-Main Campus,2,2,4
248,1282,4.0,Port Michaeltown,NE,Business,Missouri University of Science and Technology,3,3,3
249,1555,3.17,South Lance,MP,Nursing,California Institute of Technology,3,1,4
250,1105,2.54,Port Jacobmouth,MS,Business,Saint Edward's University,4,1,4
251,1255,3.24,North Leahview,TX,Art,United States Coast Guard Academy,4,1,3
252,1095,2.7,South Marieton,NH,Engineering,University of New Hampshire-Main Campus,3,1,3
253,1130,3.18,Myersview,MD,Economics,University of Dayton,4,1,3
254,1190,3.83,South Tamara,CT,Economics,University of California-Davis,1,1,3
255,1105,2.93,Edwardchester,KS,Engineering,Eckerd College,3,1,2
256,1105,3.85,Lake Roberthaven,GU,Business,University of Evansville,2,3,3
257,1245,3.63,Lawrenceton,OH,Psychology,University of Washington-Seattle Campus,2,1,4
258,1360,3.84,Stephanieside,FL,Art,William & Mary,3,3,3
259,1360,3.52,Craigfurt,ND,Computer Science,William & Mary,3,5,3
260,1175,3.43,South Shannonbury,TX,Computer Science,Indiana University-Bloomington,3,3,5
261,1175,3.69,Hopkinsport,MP,Nursing,Bentley University,3,1,2
262,1190,3.81,Amandastad,ID,Business,Elon University,1,5,3
263,1190,3.33,Cooperton,WI,Art,University of California-Davis,4,3,3
264,1145,3.59,North Marc,NV,Psychology,University of North Carolina Asheville,4,1,3
265,1420,3.42,Martinezbury,VT,Computer Science,Georgetown University,3,1,3
266,1500,3.08,New Cody,PW,Business,Columbia University in the City of New York,1,4,3
267,1140,2.86,Lake Danielhaven,KY,Nursing,University of Missouri-Kansas City,5,1,2
268,1080,3.33,East Christina,SD,Engineering,Augustana University,4,5,4
269,1470,2.71,Crystaltown,IA,Engineering,Brown University,2,1,1
270,1270,2.82,Gonzalesstad,MI,Economics,Babson College,4,2,3
271,1105,2.84,East Jennifermouth,OH,Economics,The University of Alabama,4,5,4
272,1145,3.43,Jenniferville,CT,Economics,Belmont University,4,3,4
273,1105,3.77,Brownland,PR,Computer Science,Carroll College,3,5,5
274,1388,3.31,Floresmouth,HI,Engineering,Middlebury College,5,4,4
275,1405,3.87,New Andrew,MA,Biology,University of California-Berkeley,5,1,5
276,1525,3.52,Scottland,MP,Economics,University of Chicago,5,5,4
277,1405,3.41,Lake Briana,MP,Biology,University of California-Berkeley,1,1,4
278,1285,3.35,New Kimberlyborough,MO,Business,George Washington University,5,4,4
279,1105,3.21,East Michaelshire,AK,Computer Science,Carroll College,1,5,3
280,1045,3.84,New Michaelville,OH,Biology,Albion College,5,3,2
281,1129,3.67,New Sarah,NY,Engineering,Samford University,2,4,2
282,1230,2.91,Richardsview,TX,Computer Science,Kettering University,2,3,4
283,1290,3.32,Port Coryfurt,HI,Business,Bucknell University,4,5,2
284,1525,3.84,North Julieshire,NC,Economics,University of Chicago,5,5,4
285,1175,3.81,Carlsonside,IA,Business,Indiana University-Bloomington,1,1,2
286,1170,3.9,Christopherside,IN,Biology,University of Iowa,3,4,4
287,1200,3.73,North Elizabeth,NJ,Psychology,University of Vermont,5,1,5
288,1175,3.39,Meyersland,GU,Art,Indiana University-Bloomington,5,4,5
289,1385,3.88,North Michaelport,PW,Computer Science,Case Western Reserve University,2,5,1
290,1265,2.99,Marcfort,GU,Nursing,Rhodes College,5,5,3
291,1255,3.48,South Kiarashire,IA,Art,United States Coast Guard Academy,2,4,4
292,1160,3.66,South Andrew,MN,Economics,DePauw University,5,5,5
293,1165,3.0,Port Jacqueline,MH,Art,University of Dallas,3,1,3
294,1175,3.43,Hendersontown,DE,Psychology,Covenant College,1,5,5
295,1190,3.13,South Tiffany,WY,Nursing,Elon University,4,5,4
296,1125,2.6,Brittanyside,MH,Biology,Rowan University,4,2,1
297,1285,3.75,East Tracy,NH,Biology,George Washington University,2,4,1
298,1320,3.7,Rodgersfort,WI,Computer Science,Boston University,3,4,2
299,1265,3.46,Suzanneshire,ND,Psychology,Rhodes College,3,5,1
300,1475,3.2,Smithchester,FM,Computer Science,Duke University,1,3,5
301,1129,3.72,Ronaldchester,NM,Biology,Samford University,4,3,2
302,1320,3.47,Lauratown,NJ,Nursing,Boston University,2,5,5
303,1388,2.79,Port Shaun,VI,Economics,Middlebury College,2,4,3
304,1380,3.84,Martinezfurt,OK,Business,Reed College,2,5,3
305,1033,2.66,Nathanielmouth,NJ,Economics,Lyon College,4,3,1
306,1150,3.16,Adamstad,IN,Computer Science,Berry College,3,5,3
307,1175,3.31,Blankenshipmouth,WA,Psychology,Bentley University,3,4,3
308,1190,3.75,Port Timothy,CO,Engineering,University of Portland,1,2,1
309,1270,3.35,North Williamfurt,FM,Psychology,Babson College,1,1,5
310,1105,3.43,West Emilyton,OH,Business,Carroll College,2,5,4
311,1210,4.0,Robinsonbury,NE,Economics,Centre College,5,4,2
312,1230,3.34,Richardtown,MO,Biology,New Mexico Institute of Mining and Technology,4,1,3
313,1230,3.94,Tonyamouth,MI,Art,University of Connecticut,3,2,1
314,1170,3.66,Roberthaven,AR,Computer Science,University of Delaware,5,5,2
315,1371,3.43,New Anne,ME,Business,Colby College,5,3,1
316,1360,3.51,Port Stefanie,CT,Nursing,William & Mary,3,5,2
317,1130,3.23,Potterside,ME,Nursing,University of Dayton,2,2,1
318,1190,3.25,Cartershire,ME,Biology,University of Portland,2,2,2
319,1383,3.26,Lake Laurabury,MD,Economics,University of Illinois Urbana-Champaign,5,4,5
320,1230,3.47,New Justinmouth,MS,Computer Science,Martin Luther College,2,3,5
321,1135,2.76,Lake Gregory,KY,Engineering,University of Nebraska-Lincoln,5,5,4
322,1470,3.46,Port Gregory,SC,Psychology,Brown University,5,4,1
323,1375,3.19,West Lindsey,GU,Economics,Colgate University,3,5,2
324,1245,3.74,New Kyleshire,AZ,Nursing,University of Washington-Seattle Campus,1,3,1
325,1383,3.98,Vincentfort,AZ,Business,University of Illinois Urbana-Champaign,4,1,4
326,1210,2.81,North Valerie,UT,Psychology,University of Denver,4,2,1
327,1335,3.68,West Michael,IL,Biology,Colorado School of Mines,4,4,5
328,1125,3.29,Port Thomas,MD,Business,Rowan University,1,2,4
329,1135,3.05,North Samanthabury,UT,Economics,Florida Southern College,1,1,3
330,1475,3.01,South Russellchester,MI,Business,Duke University,2,4,1
331,1245,3.45,Burnsfurt,NH,Biology,American University,2,5,3
332,1475,3.13,East Amandabury,IA,Economics,Duke University,4,2,2
333,1388,3.57,Brianahaven,NV,Computer Science,Middlebury College,2,4,2
334,1165,3.14,Jessicafort,FL,Economics,Creighton University,4,3,4
335,1195,3.05,East April,PA,Art,Drake University,1,2,2
336,1230,3.91,Russostad,HI,Economics,Martin Luther College,2,5,3
337,1105,3.47,Juliaside,NM,Art,Carroll College,5,2,1
338,1105,3.04,Robersontown,NY,Computer Science,Eckerd College,1,4,5
339,1383,3.3,East Bradleybury,OR,Art,University of Illinois Urbana-Champaign,1,5,4
340,1123,2.94,Clarkmouth,RI,Art,Cornell College,1,4,4
341,1245,2.83,South Terri,OH,Engineering,University of Washington-Seattle Campus,4,3,5
342,1105,3.17,Lewisbury,KY,Nursing,Montana Technological University,2,2,4
343,1109,3.8,Abigailview,WV,Nursing,Oklahoma City University,2,5,2
344,1430,3.31,Tammymouth,AZ,Art,Carleton College,1,1,4
345,1130,3.52,New Mary,AZ,Economics,Loyola University New Orleans,5,3,1
346,1160,3.54,South Annaton,VA,Art,Wofford College,3,3,5
347,1375,3.2,Caseymouth,LA,Computer Science,Colgate University,1,3,1
348,1130,3.12,Bullockmouth,ME,Art,Montana State University,5,1,4
349,1123,3.04,Cookberg,MT,Biology,Cornell College,2,2,4
350,1182,3.42,Anthonymouth,WV,Business,Clarkson University,4,4,4
351,1145,3.73,Stephenshire,NJ,Nursing,University of North Carolina Asheville,4,3,5
352,1050,3.61,Jesseton,NM,Engineering,Grace College and Theological Seminary,2,4,3
353,1470,3.06,East Lisa,OK,Biology,Brown University,3,1,2
354,1095,3.73,Andersontown,NH,Biology,College of Charleston,5,3,3
355,1175,3.84,Jonesside,TX,Art,Bentley University,3,2,4
356,1160,3.08,Brooksburgh,MP,Psychology,University of Cincinnati-Main Campus,4,2,3
357,1150,3.18,East Dylan,GU,Nursing,Berry College,2,3,2
358,1215,3.62,North Christopher,OK,Nursing,Baylor University,4,3,5
359,1105,3.48,Wattsville,NC,Business,Westminster University,1,3,3
360,1160,3.25,West Thomas,NV,Psychology,Wofford College,1,5,5
361,1135,2.75,Robertchester,VA,Art,University of Nebraska-Lincoln,2,3,2
362,1270,3.56,South Miguelside,VA,Psychology,Lawrence University,5,4,3
363,1135,3.68,Tonyamouth,CA,Psychology,Providence College,5,5,2
364,1145,2.95,New Matthewchester,MI,Nursing,University of North Carolina Asheville,3,4,3
365,1085,3.33,Williamburgh,HI,Computer Science,University of Wyoming,1,3,1
366,1066,3.44,West Michele,CA,Business,Brigham Young University-Hawaii,3,3,5
367,1105,3.69,Lake Melissa,NY,Psychology,Carroll College,4,3,3
